154	142	157	147
157	145	160	150
147	155	170	154
160	168	183	167
169	157	172	162
173	161	176	166
186	158	169	167
178	150	161	159
176	162	173	167
176	162	173	167
183	159	174	167
181	157	172	165
181	168	174	172
181	168	174	172
179	167	178	171
174	162	173	166
174	174	181	174
175	175	182	175
172	182	185	179
173	183	186	180
168	186	182	180
171	189	185	183
170	182	185	178
170	182	185	178
174	172	183	173
168	166	177	167
165	176	174	172
172	183	181	179
178	167	173	170
174	163	169	166
183	164	177	171
176	157	170	164
175	149	176	159
168	142	169	152
154	151	170	154
166	163	182	166
170	152	160	158
166	148	156	154
159	139	159	147
157	137	157	145
152	136	163	143
151	135	162	142
149	128	157	137
145	124	153	133
157	105	152	125
143	91	138	111
142	107	148	122
143	108	149	123
157	83	141	111
141	67	125	95
127	72	140	96
132	77	145	101
141	53	123	87
133	45	115	79
130	47	113	79
126	43	109	75
125	41	110	73
118	34	103	66
116	32	105	65
108	24	97	57
100	21	97	53
100	21	97	53
100	20	101	53
98	18	99	51
100	20	101	53
100	20	101	53
95	17	88	48
92	14	85	45
88	17	85	45
94	23	91	51
96	14	75	45
99	17	78	48
104	10	75	45
107	13	78	48
110	19	83	53
108	17	81	51
105	12	88	48
108	15	91	51
99	34	105	61
112	47	118	74
113	35	117	67
113	35	117	67
117	46	114	74
127	56	124	84
125	80	128	98
136	91	139	109
134	67	139	95
134	67	139	95
131	83	148	104
141	93	158	114
149	109	152	125
154	114	157	130
154	142	153	146
165	153	164	157
174	151	161	159
174	151	161	159
179	155	174	164
177	153	172	162
168	165	179	167
182	179	193	181
182	181	179	181
188	187	185	187
183	197	186	191
190	204	193	198
192	203	199	199
189	200	196	196
188	218	208	207
195	225	215	214
209	229	209	220
204	224	204	215
210	224	213	218
204	218	207	212
207	220	216	215
212	225	221	220
209	241	217	228
211	243	219	230
209	252	216	235
209	252	216	235
220	234	223	228
215	229	218	223
211	241	229	230
213	243	231	232
227	233	231	230
218	224	222	221
202	250	227	233
214	255	239	240
226	245	232	237
218	237	224	229
226	244	236	237
218	236	228	229
220	244	229	235
211	235	220	226
209	240	223	228
208	239	222	227
213	236	226	227
211	234	224	225
218	243	221	233
214	239	217	229
214	228	217	222
204	218	207	212
204	222	216	215
198	216	210	209
214	215	215	214
202	203	203	202
187	222	210	210
190	225	213	213
199	193	193	194
185	179	179	180
177	176	178	176
177	176	178	176
184	176	192	180
183	175	191	179
181	180	187	181
183	182	189	183
174	175	177	174
172	173	175	172
156	161	166	160
164	169	174	168
166	148	154	154
157	139	145	145
159	123	142	135
152	116	135	128
154	109	142	126
142	97	130	114
137	71	138	98
130	64	131	91
135	47	117	81
119	31	101	65
108	14	95	51
93	0	80	36
88	10	81	41
85	7	78	38
87	16	84	44
88	17	85	45
90	2	72	36
84	0	66	32
92	6	68	38
95	9	71	41
97	2	72	38
89	0	64	33
83	5	72	35
92	14	81	44
98	11	78	44
99	12	79	45
94	24	85	51
105	35	96	62
110	25	103	59
108	23	101	57
115	27	101	61
115	27	101	61
118	40	107	70
128	50	117	80
152	70	127	101
147	65	122	96
172	88	134	118
163	79	125	109
152	123	143	133
159	130	150	140
141	143	169	145
162	164	190	166
169	155	170	160
171	157	172	162
172	172	172	172
175	175	175	174
183	189	189	187
186	192	192	190
183	224	204	209
192	233	213	218
204	217	213	212
199	212	208	207
196	232	209	218
206	242	219	228
199	248	218	229
207	255	226	237
230	225	216	225
211	206	197	206
188	253	221	229
211	255	244	240
227	255	224	243
222	255	219	241
216	239	233	231
214	237	231	229
206	255	233	237
215	255	242	241
211	255	228	238
211	255	228	238
197	255	220	233
197	255	220	233
215	255	224	239
215	255	224	239
227	255	242	245
223	255	238	243
236	250	235	244
229	243	228	237
223	255	240	243
231	255	248	247
219	255	230	241
219	255	230	241
227	255	230	243
227	255	230	243
211	255	230	238
211	255	230	238
219	255	234	241
219	255	234	241
231	251	231	242
223	243	223	234
216	247	226	235
216	247	226	235
216	247	226	235
218	249	228	237
203	255	222	235
207	255	226	237
208	244	221	230
207	243	220	229
201	245	204	227
202	246	205	228
181	221	208	207
192	232	219	218
219	205	183	206
187	173	151	174
155	183	187	175
173	201	205	193
179	185	183	182
176	182	180	179
179	156	166	164
168	145	155	153
178	125	153	144
160	107	135	126
153	107	149	125
142	96	138	114
127	83	152	104
126	82	151	103
122	48	133	79
110	36	121	67
105	33	106	62
104	32	105	61
95	17	88	48
91	13	84	44
80	13	85	41
84	17	89	45
87	3	72	35
83	0	68	32
76	0	63	29
69	0	56	27
67	0	52	25
67	0	52	25
70	0	45	26
67	0	42	24
65	0	53	25
68	0	56	26
83	0	59	31
83	0	59	31
79	3	62	32
83	7	66	36
95	11	84	44
102	18	91	51
106	28	95	58
114	36	103	66
110	57	113	79
127	74	130	96
130	64	131	91
134	68	135	95
129	99	150	113
141	111	162	125
154	131	168	142
162	139	176	150
160	158	172	160
168	166	180	168
173	171	185	173
176	174	188	176
188	186	193	187
194	192	199	193
187	218	197	206
199	230	209	218
192	233	213	218
199	240	220	225
205	234	214	223
209	238	218	227
205	248	223	232
211	254	229	238
211	255	226	238
215	255	230	240
219	255	238	242
220	255	239	242
214	255	241	241
215	255	242	241
226	255	234	243
226	255	234	243
216	255	228	240
216	255	228	240
223	255	230	242
223	255	230	242
226	255	238	244
226	255	238	244
223	255	238	243
223	255	238	243
226	255	234	243
226	255	234	243
223	255	234	243
223	255	234	243
215	255	228	239
215	255	228	239
216	255	228	240
216	255	228	240
223	255	230	242
223	255	230	242
219	255	238	242
219	255	238	242
216	255	238	241
216	255	238	241
203	255	230	236
203	255	230	236
216	255	228	240
216	255	228	240
215	255	230	240
215	255	230	240
226	255	228	243
223	255	225	242
228	254	227	243
214	240	213	229
211	241	231	230
218	248	238	237
212	255	231	239
215	255	234	240
211	255	226	238
207	255	222	236
212	212	201	210
182	182	171	180
167	165	184	167
161	159	178	161
177	152	174	161
162	137	159	146
183	101	162	132
154	72	133	103
134	106	145	118
141	113	152	125
158	65	137	101
131	38	110	74
110	49	123	75
116	55	129	81
118	38	119	71
106	26	107	59
100	33	105	61
104	37	109	65
104	26	97	57
91	13	84	44
83	0	72	33
67	0	56	26
57	0	46	22
55	0	44	21
59	0	52	23
62	0	55	24
57	0	44	22
55	0	42	21
55	0	38	20
55	0	38	20
54	0	38	20
56	0	40	21
63	0	50	24
66	0	53	25
79	3	62	32
85	9	68	38
89	5	74	37
95	11	80	43
96	27	83	54
112	43	99	70
117	47	108	74
127	57	118	84
123	74	131	95
139	90	147	111
151	93	150	116
151	93	150	116
153	119	157	133
156	122	160	136
162	148	163	153
164	150	165	155
156	173	174	168
175	192	193	187
177	201	186	192
184	208	193	199
184	216	192	203
191	223	199	210
202	228	197	216
207	233	202	221
197	238	218	223
203	244	224	229
211	242	225	230
211	242	225	230
218	250	226	237
222	254	230	241
219	255	222	240
223	255	226	242
216	255	231	240
216	255	231	240
215	255	242	241
215	255	242	241
219	255	238	242
219	255	238	242
227	255	230	243
227	255	230	243
223	255	230	242
223	255	230	242
216	255	238	241
216	255	238	241
223	255	238	243
223	255	238	243
223	255	230	242
223	255	230	242
226	255	230	243
226	255	230	243
223	255	228	242
223	255	228	242
211	255	238	239
211	255	238	239
226	255	238	244
225	255	237	243
222	255	243	243
223	255	244	244
235	255	240	247
227	251	232	241
226	255	235	244
219	248	228	237
226	246	226	237
214	234	214	225
220	234	219	228
212	226	211	220
204	232	221	222
207	235	224	225
203	244	220	229
208	249	225	234
213	237	218	227
204	228	209	218
188	218	210	208
184	214	206	204
181	191	194	188
185	195	198	192
176	187	183	183
176	187	183	183
177	164	168	168
160	147	151	151
149	133	160	140
146	130	157	137
141	119	153	129
137	115	149	125
142	76	143	103
125	59	126	86
118	50	129	79
114	46	125	75
115	39	109	69
111	35	105	65
105	17	91	51
95	7	81	41
89	5	74	37
83	0	68	32
77	0	64	30
69	0	56	27
69	0	58	27
69	0	58	27
70	0	55	27
67	0	52	25
56	0	54	22
56	0	54	22
56	0	46	21
62	0	52	24
63	0	52	24
69	0	58	27
83	0	59	31
84	0	60	31
86	0	62	32
